+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                     ;
+---------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                 ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH|\GenPGLayer:15:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH|\GenPGLayer:14:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH|\GenPGLayer:13:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH|\GenPGLayer:12:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH|\GenPGLayer:11:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH|\GenPGLayer:10:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH|\GenPGLayer:9:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH|\GenPGLayer:8:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH|\GenPGLayer:7:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH|\GenPGLayer:6:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH|\GenPGLayer:5:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH|\GenPGLayer:4:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH|\GenPGLayer:3:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH|\GenPGLayer:2:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH|\GenPGLayer:1:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH|\GenPGLayer:0:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:4:PGGenFH:PGBlockFH                                                                        ; 41    ; 8              ; 0            ; 8              ; 20     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:7:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:6:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:5:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:4:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:3:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:2:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:1:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:0:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\TreeGenExt:2:TreeGenInt:3:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\TreeGenExt:2:TreeGenInt:2:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\TreeGenExt:2:TreeGenInt:1:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\TreeGenExt:2:TreeGenInt:0:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\TreeGenExt:1:TreeGenInt:1:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\TreeGenExt:1:TreeGenInt:0:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\TreeGenExt:0:TreeGenInt:0:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\GenPGLayer:15:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\GenPGLayer:14:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\GenPGLayer:13:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\GenPGLayer:12:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\GenPGLayer:11:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\GenPGLayer:10:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\GenPGLayer:9:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\GenPGLayer:8:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\GenPGLayer:7:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\GenPGLayer:6:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\GenPGLayer:5:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\GenPGLayer:4:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\GenPGLayer:3:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\GenPGLayer:2:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\GenPGLayer:1:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH|\GenPGLayer:0:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:3:PGGenFH:PGBlockFH                                                                        ; 41    ; 8              ; 0            ; 8              ; 20     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:7:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:6:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:5:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:4:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:3:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:2:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:1:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:0:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\TreeGenExt:2:TreeGenInt:3:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\TreeGenExt:2:TreeGenInt:2:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\TreeGenExt:2:TreeGenInt:1:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\TreeGenExt:2:TreeGenInt:0:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\TreeGenExt:1:TreeGenInt:1:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\TreeGenExt:1:TreeGenInt:0:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\TreeGenExt:0:TreeGenInt:0:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\GenPGLayer:15:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\GenPGLayer:14:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\GenPGLayer:13:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\GenPGLayer:12:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\GenPGLayer:11:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\GenPGLayer:10:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\GenPGLayer:9:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\GenPGLayer:8:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\GenPGLayer:7:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\GenPGLayer:6:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\GenPGLayer:5:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\GenPGLayer:4:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\GenPGLayer:3:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\GenPGLayer:2:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\GenPGLayer:1:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH|\GenPGLayer:0:PGGenFH:PGBlockFH                                        ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:2:PGGenFH:PGBlockFH                                                                        ; 41    ; 8              ; 0            ; 8              ; 20     ; 8               ; 8             ; 8               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:7:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:6:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:5:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:4:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:3:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:2:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:1:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\TreeGenExt:3:TreeGenInt:0:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\TreeGenExt:2:TreeGenInt:3:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\TreeGenExt:2:TreeGenInt:2:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\TreeGenExt:2:TreeGenInt:1:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\TreeGenExt:2:TreeGenInt:0:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\TreeGenExt:1:TreeGenInt:1:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\TreeGenExt:1:TreeGenInt:0:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\TreeGenExt:0:TreeGenInt:0:NodeGen:PrefixGen                           ; 4     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\GenPGLayer:15:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; knnclasscore|c0|c1|\GenPGLayer:1:PGGenFH:PGBlockFH|\GenPGLayer:14:PGGenFH:PGBlockFH                                       ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
